timestamp,fps,latency_ms,cpu_usage,mem_usage,status
2026-06-10 13:07:54,22.0,43,16.7,1399.1,normal
2026-06-10 13:07:54,22.5,23,22.9,1448.1,normal
2026-06-10 13:07:54,22.7,40,20.0,1474.1,normal
2026-06-10 13:07:54,23.1,28,22.2,1477.1,normal
2026-06-10 13:07:54,23.4,31,18.4,1508.6,normal
2026-06-10 13:07:54,23.5,36,15.5,1512.8,normal
2026-06-10 13:07:54,23.7,35,11.1,1512.8,normal
2026-06-10 13:07:54,24.0,28,15.2,1512.8,normal
2026-06-10 13:07:54,24.1,36,9.1,1514.0,normal
2026-06-10 13:07:54,24.4,31,14.0,1514.0,normal
2026-06-10 13:07:54,24.6,32,13.5,1514.0,normal
2026-06-10 13:07:54,24.6,37,15.0,1515.2,normal
2026-06-10 13:07:54,24.8,31,8.7,1515.2,normal
2026-06-10 13:07:54,30.2,33,8.0,1515.2,normal
2026-06-10 13:07:54,30.1,32,16.0,1515.2,normal
2026-06-10 13:07:54,31.6,36,13.8,1515.2,normal
2026-06-10 13:07:54,31.5,35,15.8,1515.2,normal
2026-06-10 13:07:54,31.3,31,12.8,1515.2,normal
2026-06-10 13:07:54,30.8,34,12.7,1515.2,normal
2026-06-10 13:07:54,30.2,33,11.8,1515.2,normal
2026-06-10 13:07:54,30.4,31,16.0,1515.2,normal
2026-06-10 13:07:54,30.5,36,9.1,1515.2,normal
2026-06-10 13:07:54,30.3,31,13.7,1515.2,normal
2026-06-10 13:07:54,31.3,31,12.2,1515.2,normal
2026-06-10 13:07:54,30.5,37,12.1,1515.2,normal
2026-06-10 13:07:54,30.3,32,15.4,1515.2,normal
2026-06-10 13:07:54,30.3,31,13.7,1515.2,normal
2026-06-10 13:07:55,30.1,37,18.0,1535.8,normal
2026-06-10 13:07:55,30.2,32,12.0,1536.1,yawn
2026-06-10 13:07:55,30.3,31,14.0,1536.2,yawn
2026-06-10 13:07:55,30.6,33,15.1,1537.0,yawn
2026-06-10 13:07:55,30.2,35,12.5,1537.0,normal
2026-06-10 13:07:55,30.4,31,17.3,1537.0,normal
2026-06-10 13:07:55,30.3,34,9.8,1537.1,normal
2026-06-10 13:07:55,30.2,35,14.0,1537.9,normal
2026-06-10 13:07:55,30.3,32,13.7,1537.9,normal
2026-06-10 13:07:55,30.4,32,16.7,1537.9,normal
2026-06-10 13:07:55,30.2,36,9.3,1537.9,normal
2026-06-10 13:07:55,30.3,31,10.4,1537.9,normal
2026-06-10 13:07:55,30.3,32,8.3,1537.9,normal
2026-06-10 13:07:55,30.2,36,15.0,1537.9,normal
2026-06-10 13:07:55,30.3,31,10.4,1537.9,normal
2026-06-10 13:07:55,30.3,32,10.0,1537.9,normal
2026-06-10 13:07:55,30.2,36,16.7,1537.9,normal
2026-06-10 13:07:55,30.2,31,12.0,1537.9,normal
2026-06-10 13:07:55,30.3,32,12.2,1537.9,normal
2026-06-10 13:07:55,30.4,32,10.2,1537.9,normal
2026-06-10 13:07:55,30.2,36,12.1,1537.9,normal
2026-06-10 13:07:55,30.3,31,8.3,1537.9,normal
2026-06-10 13:07:55,30.3,34,13.0,1537.9,normal
2026-06-10 13:07:55,30.2,33,13.5,1537.9,normal
2026-06-10 13:07:55,30.3,32,14.0,1537.9,normal
2026-06-10 13:07:55,30.3,32,15.1,1537.9,normal
2026-06-10 13:07:55,30.2,36,9.1,1537.9,normal
2026-06-10 13:07:55,30.3,32,8.5,1537.9,normal
2026-06-10 13:07:55,30.3,32,13.7,1537.9,normal
2026-06-10 13:07:55,30.2,36,15.5,1537.9,normal
2026-06-10 13:07:56,30.3,32,10.0,1537.9,normal
2026-06-10 13:07:56,30.3,32,12.0,1537.9,normal
2026-06-10 13:07:56,30.2,36,12.3,1537.9,normal
2026-06-10 13:07:56,30.2,32,10.0,1537.9,normal
2026-06-10 13:07:56,30.3,32,10.2,1537.9,normal
2026-06-10 13:07:56,30.3,32,17.3,1537.9,normal
2026-06-10 13:07:56,30.2,36,12.1,1537.9,normal
2026-06-10 13:07:56,30.3,32,10.2,1537.9,normal
2026-06-10 13:07:56,30.3,32,15.4,1537.9,normal
2026-06-10 13:07:56,30.2,36,10.7,1537.9,normal
2026-06-10 13:07:56,30.3,32,12.0,1537.9,normal
2026-06-10 13:07:56,30.3,34,13.2,1538.0,normal
2026-06-10 13:07:56,30.2,34,13.0,1538.0,normal
2026-06-10 13:07:56,30.3,32,13.7,1538.0,normal
2026-06-10 13:07:56,30.3,32,10.2,1538.0,normal
2026-06-10 13:07:56,30.2,36,13.8,1538.0,normal
2026-06-10 13:07:56,30.3,33,8.2,1538.0,normal
2026-06-10 13:07:56,30.3,32,10.4,1538.0,normal
2026-06-10 13:07:56,30.2,36,13.8,1538.0,normal
2026-06-10 13:07:56,30.2,32,13.7,1538.0,normal
2026-06-10 13:07:56,30.3,32,8.2,1538.0,normal
2026-06-10 13:07:56,30.3,31,14.3,1538.0,normal
2026-06-10 13:07:56,30.3,36,11.9,1538.0,normal
2026-06-10 13:07:56,30.3,31,15.7,1538.0,normal
2026-06-10 13:07:56,30.3,33,10.0,1538.0,normal
2026-06-10 13:07:56,30.2,34,11.1,1538.0,normal
2026-06-10 13:07:56,30.3,33,9.8,1538.0,normal
2026-06-10 13:07:56,30.3,33,16.4,1538.0,normal
2026-06-10 13:07:56,30.2,34,14.3,1538.0,normal
2026-06-10 13:07:56,30.3,32,14.0,1538.0,normal
2026-06-10 13:07:56,30.3,31,13.7,1538.0,normal
2026-06-10 13:07:57,30.2,36,15.3,1538.0,normal
2026-06-10 13:07:57,30.3,31,10.2,1538.0,normal
2026-06-10 13:07:57,30.3,32,10.2,1538.0,normal
2026-06-10 13:07:57,30.3,33,14.8,1538.0,normal
2026-06-10 13:07:57,30.1,36,10.9,1538.0,normal
2026-06-10 13:07:57,30.3,30,16.0,1538.0,normal
2026-06-10 13:07:57,30.3,32,13.7,1538.0,normal
2026-06-10 13:07:57,30.2,36,10.5,1538.0,normal
2026-06-10 13:07:57,30.3,32,8.3,1538.0,normal
2026-06-10 13:07:57,30.2,35,11.1,1538.0,normal
2026-06-10 13:07:57,30.2,33,14.8,1538.0,normal
2026-06-10 13:07:57,30.3,32,12.0,1538.0,normal
2026-06-10 13:07:57,30.3,32,11.8,1538.0,normal
2026-06-10 13:07:57,30.2,35,20.4,1538.0,normal
2026-06-10 13:07:57,30.3,32,15.4,1538.0,normal
2026-06-10 13:07:57,30.3,32,15.7,1538.0,normal
2026-06-10 13:07:57,30.2,36,18.6,1538.0,normal
2026-06-10 13:07:57,30.3,32,10.0,1538.0,normal
2026-06-10 13:07:57,30.3,31,10.2,1538.0,normal
2026-06-10 13:07:57,30.3,33,11.5,1538.0,normal
2026-06-10 13:07:57,30.2,35,5.6,1538.0,normal
2026-06-10 13:07:57,30.3,32,11.8,1538.0,normal
2026-06-10 13:07:57,30.2,34,14.8,1538.0,normal
2026-06-10 13:07:57,30.2,34,11.3,1538.0,normal
2026-06-10 13:07:57,30.3,32,9.8,1538.0,normal
